Zeit                    ,USER1           
               0        ,           3.205
            0.01        ,           3.525
            0.02        ,            3.56
            0.03        ,            3.59
            0.04        ,            3.53
            0.05        ,            3.68
            0.06        ,           3.515
            0.07        ,           3.595
            0.08        ,           3.175
            0.09        ,           3.225
             0.1        ,           3.265
            0.11        ,            3.05
            0.12        ,            2.83
            0.13        ,            2.77
            0.14        ,            2.69
            0.15        ,           2.795
            0.16        ,           3.095
            0.17        ,           3.165
            0.18        ,            3.22
            0.19        ,           2.895
             0.2        ,           2.575
            0.21        ,            2.35
            0.22        ,           2.465
            0.23        ,           2.835
            0.24        ,            3.14
            0.25        ,            3.31
            0.26        ,           3.515
            0.27        ,            2.96
            0.28        ,           2.735
            0.29        ,            2.91
             0.3        ,           2.725
            0.31        ,            2.35
            0.32        ,             2.8
            0.33        ,            2.98
            0.34        ,           3.265
            0.35        ,            3.46
            0.36        ,             3.2
            0.37        ,            2.75
            0.38        ,           3.245
            0.39        ,            2.76
             0.4        ,            2.29
            0.41        ,            2.76
            0.42        ,            3.25
            0.43        ,           3.235
            0.44        ,            2.79
            0.45        ,           2.595
            0.46        ,           2.545
            0.47        ,            3.09
            0.48        ,            3.41
            0.49        ,            3.65
             0.5        ,           3.155
            0.51        ,            3.57
            0.52        ,           2.895
            0.53        ,           2.695
            0.54        ,           2.325
            0.55        ,            2.93
            0.56        ,            3.18
            0.57        ,            3.59
            0.58        ,           2.845
            0.59        ,           3.005
             0.6        ,             2.7
            0.61        ,            2.31
            0.62        ,            2.93
            0.63        ,            3.47
            0.64        ,           3.025
            0.65        ,            2.72
            0.66        ,           2.285
            0.67        ,           2.845
            0.68        ,           3.135
            0.69        ,           3.625
             0.7        ,           3.005
            0.71        ,           2.805
            0.72        ,            2.28
            0.73        ,           2.795
            0.74        ,            3.12
            0.75        ,            3.52
            0.76        ,            2.46
            0.77        ,            2.63
            0.78        ,            2.74
            0.79        ,            3.18
             0.8        ,            3.52
            0.81        ,           2.875
            0.82        ,           2.345
            0.83        ,           3.095
            0.84        ,           3.555
            0.85        ,            2.84
            0.86        ,           2.365
            0.87        ,            2.85
            0.88        ,           3.215
            0.89        ,            3.33
             0.9        ,            3.18
            0.91        ,             3.6
            0.92        ,           2.805
            0.93        ,            3.58
            0.94        ,           3.075
            0.95        ,            2.67
            0.96        ,            2.32
            0.97        ,             2.9
            0.98        ,            3.21
            0.99        ,           3.515
               1        ,            3.12
            1.01        ,            2.64
            1.02        ,            2.33
            1.03        ,            2.83
            1.04        ,            3.19
            1.05        ,            3.56
            1.06        ,            3.09
            1.07        ,           2.695
            1.08        ,           2.435
            1.09        ,            3.04
             1.1        ,            3.23
            1.11        ,           3.625
            1.12        ,            3.14
            1.13        ,           2.815
            1.14        ,           2.325
            1.15        ,           2.825
            1.16        ,            3.24
            1.17        ,            3.58
            1.18        ,           2.965
            1.19        ,           2.515
             1.2        ,           2.635
            1.21        ,           3.185
            1.22        ,            3.27
            1.23        ,           3.245
            1.24        ,            2.95
            1.25        ,            2.72
            1.26        ,           2.295
            1.27        ,            2.88
            1.28        ,            3.26
            1.29        ,           3.565
             1.3        ,            3.08
            1.31        ,            2.73
            1.32        ,           2.335
            1.33        ,            2.94
            1.34        ,            3.29
            1.35        ,            3.59
            1.36        ,            3.09
            1.37        ,            2.67
            1.38        ,             2.3
            1.39        ,            2.79
             1.4        ,           3.145
            1.41        ,           3.595
            1.42        ,            3.03
            1.43        ,           2.705
            1.44        ,            2.49
            1.45        ,           3.175
            1.46        ,           3.585
            1.47        ,            3.02
            1.48        ,            2.72
            1.49        ,            2.62
             1.5        ,            3.17
            1.51        ,            3.58
            1.52        ,             2.8
            1.53        ,           2.355
            1.54        ,            2.47
            1.55        ,           3.125
            1.56        ,           3.525
            1.57        ,             2.7
            1.58        ,            2.73
            1.59        ,            3.19
             1.6        ,            2.35
            1.61        ,           3.555
            1.62        ,           2.305
            1.63        ,             3.6
            1.64        ,           2.725
            1.65        ,            3.01
            1.66        ,           3.115
            1.67        ,           2.835
            1.68        ,            3.18
            1.69        ,           2.735
             1.7        ,           3.565
            1.71        ,            2.46
            1.72        ,           3.215
            1.73        ,            3.01
            1.74        ,             2.8
            1.75        ,            3.22
            1.76        ,            2.77
            1.77        ,           3.535
            1.78        ,            2.34
            1.79        ,            3.22
             1.8        ,            2.86
            1.81        ,            2.93
            1.82        ,           3.075
            1.83        ,            2.57
            1.84        ,             3.5
            1.85        ,           2.815
            1.86        ,            2.84
            1.87        ,            3.35
            1.88        ,           2.345
            1.89        ,           3.135
             1.9        ,            3.05
            1.91        ,            2.63
            1.92        ,            3.55
            1.93        ,           2.415
            1.94        ,           2.875
            1.95        ,            3.11
            1.96        ,           2.565
            1.97        ,           3.485
            1.98        ,           2.855
            1.99        ,           2.795
               2        ,           3.255
            2.01        ,            2.52
            2.02        ,            2.99
            2.03        ,           3.055
            2.04        ,            2.69
            2.05        ,           3.585
            2.06        ,            2.95
            2.07        ,            2.72
            2.08        ,           3.215
            2.09        ,            3.47
             2.1        ,            4.78
            2.11        ,            4.08
            2.12        ,            3.93
            2.13        ,            4.74
            2.14        ,           3.475
            2.15        ,            4.26
            2.16        ,            4.36
            2.17        ,            3.84
            2.18        ,            4.74
            2.19        ,             3.7
             2.2        ,            4.06
            2.21        ,           4.365
            2.22        ,           3.465
            2.23        ,            4.41
            2.24        ,           4.225
            2.25        ,            3.55
            2.26        ,           4.775
            2.27        ,             3.9
            2.28        ,            4.08
            2.29        ,            4.42
