Echtzeit	Simulationszeit	USER1
29-5-2013 16:41:54	      1.28000	         3.63
29-5-2013 16:41:54	      1.29000	         3.53
29-5-2013 16:41:54	      1.30000	         3.81
29-5-2013 16:41:54	      1.31000	         3.82
29-5-2013 16:41:54	      1.32000	        3.455
29-5-2013 16:41:54	      1.33000	        4.145
29-5-2013 16:41:54	      1.34000	        3.285
29-5-2013 16:41:54	      1.35000	         3.51
29-5-2013 16:41:54	      1.36000	         3.67
29-5-2013 16:41:54	      1.37000	        3.305
29-5-2013 16:41:54	      1.38000	         3.98
29-5-2013 16:41:54	      1.39000	        3.585
29-5-2013 16:41:54	      1.40000	        3.695
29-5-2013 16:41:55	      1.41000	         4.01
29-5-2013 16:41:55	      1.42000	         3.21
29-5-2013 16:41:55	      1.43000	        3.785
29-5-2013 16:41:55	      1.44000	         3.62
29-5-2013 16:41:55	      1.45000	        3.485
29-5-2013 16:41:55	      1.46000	        3.775
29-5-2013 16:41:55	      1.47000	        3.515
29-5-2013 16:41:55	      1.48000	        3.625
29-5-2013 16:41:55	      1.49000	        3.645
29-5-2013 16:41:55	      1.50000	         3.52
29-5-2013 16:41:55	      1.51000	         3.59
29-5-2013 16:41:55	      1.52000	         3.45
29-5-2013 16:41:55	      1.53000	         3.85
29-5-2013 16:41:55	      1.54000	        3.675
29-5-2013 16:41:55	      1.55000	        3.835
29-5-2013 16:41:55	      1.56000	        3.925
29-5-2013 16:41:55	      1.57000	        3.425
29-5-2013 16:41:55	      1.58000	        3.785
29-5-2013 16:41:55	      1.59000	        3.815
29-5-2013 16:41:55	      1.60000	         3.81
29-5-2013 16:41:55	      1.61000	        3.815
29-5-2013 16:41:55	      1.62000	        3.275
29-5-2013 16:41:55	      1.63000	         3.92
29-5-2013 16:41:55	      1.64000	        3.605
29-5-2013 16:41:55	      1.65000	         3.72
29-5-2013 16:41:55	      1.66000	        3.625
29-5-2013 16:41:55	      1.67000	        3.385
29-5-2013 16:41:55	      1.68000	         4.16
29-5-2013 16:41:55	      1.69000	        3.795
29-5-2013 16:41:55	      1.70000	         3.86
29-5-2013 16:41:55	      1.71000	        3.865
29-5-2013 16:41:56	      1.72000	         3.21
29-5-2013 16:41:56	      1.73000	          3.6
29-5-2013 16:41:56	      1.74000	        3.615
29-5-2013 16:41:56	      1.75000	         3.78
29-5-2013 16:41:56	      1.76000	         4.09
29-5-2013 16:41:56	      1.77000	        3.675
29-5-2013 16:41:56	      1.78000	         3.79
29-5-2013 16:41:56	      1.79000	         4.22
29-5-2013 16:41:56	      1.80000	         4.02
29-5-2013 16:41:56	      1.81000	        3.705
29-5-2013 16:41:56	      1.82000	         3.68
29-5-2013 16:41:56	      1.83000	        3.875
29-5-2013 16:41:56	      1.84000	        3.625
29-5-2013 16:41:56	      1.85000	        4.095
29-5-2013 16:41:56	      1.86000	        3.715
29-5-2013 16:41:56	      1.87000	        3.875
29-5-2013 16:41:56	      1.88000	         4.02
29-5-2013 16:41:56	      1.89000	        3.705
29-5-2013 16:41:56	      1.90000	         3.83
29-5-2013 16:41:56	      1.91000	         3.71
29-5-2013 16:41:56	      1.92000	         3.62
29-5-2013 16:41:56	      1.93000	        3.975
29-5-2013 16:41:56	      1.94000	         3.81
29-5-2013 16:41:56	      1.95000	        3.875
29-5-2013 16:41:56	      1.96000	         4.29
29-5-2013 16:41:56	      1.97000	        3.575
29-5-2013 16:41:56	      1.98000	         3.83
29-5-2013 16:41:56	      1.99000	         3.79
29-5-2013 16:41:56	      2.00000	         3.53
29-5-2013 16:41:56	      2.01000	        4.075
29-5-2013 16:41:57	      2.02000	         3.65
29-5-2013 16:41:57	      2.03000	         3.73
29-5-2013 16:41:57	      2.04000	        3.815
29-5-2013 16:41:57	      2.05000	        3.495
29-5-2013 16:41:57	      2.06000	         4.32
29-5-2013 16:41:57	      2.07000	        3.595
29-5-2013 16:41:57	      2.08000	        3.885
29-5-2013 16:41:57	      2.09000	        3.735
29-5-2013 16:41:57	      2.10000	         3.42
29-5-2013 16:41:57	      2.11000	        3.815
29-5-2013 16:41:57	      2.12000	         3.89
29-5-2013 16:41:57	      2.13000	         3.56
29-5-2013 16:41:57	      2.14000	         4.03
29-5-2013 16:41:57	      2.15000	        3.535
29-5-2013 16:41:57	      2.16000	        4.195
29-5-2013 16:41:57	      2.17000	         3.94
29-5-2013 16:41:57	      2.18000	         3.74
29-5-2013 16:41:57	      2.19000	         4.12
29-5-2013 16:41:57	      2.20000	         3.57
29-5-2013 16:41:57	      2.21000	         3.68
29-5-2013 16:41:57	      2.22000	         3.83
29-5-2013 16:41:57	      2.23000	        3.465
29-5-2013 16:41:57	      2.24000	        3.725
29-5-2013 16:41:57	      2.25000	        3.805
29-5-2013 16:41:57	      2.26000	        3.685
29-5-2013 16:41:57	      2.27000	         3.73
29-5-2013 16:41:57	      2.28000	            4
29-5-2013 16:41:57	      2.29000	        3.875
29-5-2013 16:41:57	      2.30000	         3.31
29-5-2013 16:41:57	      2.31000	         3.84
29-5-2013 16:41:57	      2.32000	        3.535
29-5-2013 16:41:58	      2.33000	        3.685
29-5-2013 16:41:58	      2.34000	          3.9
29-5-2013 16:41:58	      2.35000	         3.98
29-5-2013 16:41:58	      2.36000	        3.795
29-5-2013 16:41:58	      2.37000	        3.675
29-5-2013 16:41:58	      2.38000	        4.055
29-5-2013 16:41:58	      2.39000	        3.405
29-5-2013 16:41:58	      2.40000	          3.8
29-5-2013 16:41:58	      2.41000	        3.635
29-5-2013 16:41:58	      2.42000	         3.62
29-5-2013 16:41:58	      2.43000	         4.06
29-5-2013 16:41:58	      2.44000	         3.42
29-5-2013 16:41:58	      2.45000	        3.785
29-5-2013 16:41:58	      2.46000	         3.68
29-5-2013 16:41:58	      2.47000	         3.85
29-5-2013 16:41:58	      2.48000	        4.155
29-5-2013 16:41:58	      2.49000	         3.99
29-5-2013 16:41:58	      2.50000	         3.51
29-5-2013 16:41:58	      2.51000	        3.845
29-5-2013 16:41:58	      2.52000	        3.675
29-5-2013 16:41:58	      2.53000	        3.715
29-5-2013 16:41:58	      2.54000	         3.61
29-5-2013 16:41:58	      2.55000	        3.475
29-5-2013 16:41:58	      2.56000	         3.74
29-5-2013 16:41:58	      2.57000	         3.31
29-5-2013 16:41:58	      2.58000	        3.605
29-5-2013 16:41:58	      2.59000	         3.86
29-5-2013 16:41:58	      2.60000	        3.395
29-5-2013 16:41:58	      2.61000	        3.925
29-5-2013 16:41:59	      2.62000	        3.705
29-5-2013 16:41:59	      2.63000	        3.505
29-5-2013 16:41:59	      2.64000	         3.96
29-5-2013 16:41:59	      2.65000	          3.6
29-5-2013 16:41:59	      2.66000	         3.73
29-5-2013 16:41:59	      2.67000	          3.5
29-5-2013 16:41:59	      2.68000	         3.46
29-5-2013 16:41:59	      2.69000	        3.985
29-5-2013 16:41:59	      2.70000	         3.71
29-5-2013 16:41:59	      2.71000	        3.585
29-5-2013 16:41:59	      2.72000	         3.79
29-5-2013 16:41:59	      2.73000	        3.425
29-5-2013 16:41:59	      2.74000	         4.09
29-5-2013 16:41:59	      2.75000	        3.475
29-5-2013 16:41:59	      2.76000	         3.53
29-5-2013 16:41:59	      2.77000	        3.585
29-5-2013 16:41:59	      2.78000	         3.24
29-5-2013 16:41:59	      2.79000	         3.74
29-5-2013 16:41:59	      2.80000	         3.46
29-5-2013 16:41:59	      2.81000	          3.4
29-5-2013 16:41:59	      2.82000	        3.615
29-5-2013 16:41:59	      2.83000	        3.735
29-5-2013 16:41:59	      2.84000	         3.56
29-5-2013 16:41:59	      2.85000	         3.55
29-5-2013 16:41:59	      2.86000	         3.64
29-5-2013 16:41:59	      2.87000	         3.82
29-5-2013 16:41:59	      2.88000	        3.385
29-5-2013 16:41:59	      2.89000	         3.32
29-5-2013 16:41:59	      2.90000	         3.91
29-5-2013 16:41:59	      2.91000	        3.245
29-5-2013 16:41:59	      2.92000	        3.345
29-5-2013 16:42:00	      2.93000	         3.63
29-5-2013 16:42:00	      2.94000	         3.44
29-5-2013 16:42:00	      2.95000	        3.605
29-5-2013 16:42:00	      2.96000	         3.45
29-5-2013 16:42:00	      2.97000	        3.375
29-5-2013 16:42:00	      2.98000	        3.465
29-5-2013 16:42:00	      2.99000	        3.245
29-5-2013 16:42:00	      3.00000	        3.665
29-5-2013 16:42:00	      3.01000	            3
29-5-2013 16:42:00	      3.02000	        3.425
29-5-2013 16:42:00	      3.03000	         3.37
29-5-2013 16:42:00	      3.04000	         3.34
29-5-2013 16:42:00	      3.05000	          3.5
29-5-2013 16:42:00	      3.06000	        3.175
29-5-2013 16:42:00	      3.07000	         3.23
29-5-2013 16:42:00	      3.08000	        3.715
29-5-2013 16:42:00	      3.09000	        3.285
29-5-2013 16:42:00	      3.10000	        3.145
29-5-2013 16:42:00	      3.11000	         3.07
29-5-2013 16:42:00	      3.12000	         3.62
29-5-2013 16:42:00	      3.13000	        3.115
29-5-2013 16:42:00	      3.14000	         2.93
29-5-2013 16:42:00	      3.15000	        3.585
29-5-2013 16:42:00	      3.16000	        3.175
29-5-2013 16:42:00	      3.17000	        3.185
29-5-2013 16:42:00	      3.18000	         3.38
29-5-2013 16:42:00	      3.19000	         3.04
29-5-2013 16:42:00	      3.20000	         3.42
29-5-2013 16:42:01	      3.21000	        3.155
29-5-2013 16:42:01	      3.22000	         3.17
29-5-2013 16:42:01	      3.23000	         3.42
29-5-2013 16:42:01	      3.24000	        2.705
29-5-2013 16:42:01	      3.25000	        3.535
29-5-2013 16:42:01	      3.26000	        2.975
29-5-2013 16:42:01	      3.27000	        2.695
29-5-2013 16:42:01	      3.28000	         3.16
29-5-2013 16:42:01	      3.29000	        3.155
29-5-2013 16:42:01	      3.30000	         3.28
29-5-2013 16:42:01	      3.31000	         3.16
29-5-2013 16:42:01	      3.32000	         3.33
29-5-2013 16:42:01	      3.33000	         2.94
29-5-2013 16:42:01	      3.34000	         3.16
29-5-2013 16:42:01	      3.35000	        3.155
29-5-2013 16:42:01	      3.36000	         2.77
29-5-2013 16:42:01	      3.37000	          3.2
29-5-2013 16:42:01	      3.38000	         2.81
29-5-2013 16:42:01	      3.39000	         2.79
29-5-2013 16:42:01	      3.40000	        3.275
29-5-2013 16:42:01	      3.41000	        2.915
29-5-2013 16:42:01	      3.42000	         2.93
29-5-2013 16:42:01	      3.43000	         2.78
29-5-2013 16:42:01	      3.44000	         2.79
29-5-2013 16:42:01	      3.45000	         3.16
29-5-2013 16:42:01	      3.46000	         2.84
29-5-2013 16:42:01	      3.47000	         3.12
29-5-2013 16:42:01	      3.48000	        2.525
29-5-2013 16:42:01	      3.49000	        3.325
29-5-2013 16:42:02	      3.50000	        2.515
29-5-2013 16:42:02	      3.51000	        3.045
29-5-2013 16:42:02	      3.52000	         2.97
29-5-2013 16:42:02	      3.53000	        2.685
29-5-2013 16:42:02	      3.54000	         2.84
29-5-2013 16:42:02	      3.55000	         2.93
29-5-2013 16:42:02	      3.56000	         3.13
29-5-2013 16:42:02	      3.57000	          2.8
29-5-2013 16:42:02	      3.58000	        2.855
29-5-2013 16:42:02	      3.59000	        2.765
29-5-2013 16:42:02	      3.60000	        3.265
29-5-2013 16:42:02	      3.61000	        2.435
29-5-2013 16:42:02	      3.62000	        2.915
29-5-2013 16:42:02	      3.63000	        2.845
29-5-2013 16:42:02	      3.64000	         2.57
29-5-2013 16:42:02	      3.65000	         2.97
29-5-2013 16:42:02	      3.66000	         2.77
29-5-2013 16:42:02	      3.67000	        2.905
29-5-2013 16:42:02	      3.68000	        2.835
29-5-2013 16:42:02	      3.69000	          2.4
29-5-2013 16:42:02	      3.70000	        2.795
29-5-2013 16:42:02	      3.71000	         2.67
29-5-2013 16:42:02	      3.72000	          2.6
29-5-2013 16:42:02	      3.73000	        2.735
29-5-2013 16:42:02	      3.74000	         2.93
29-5-2013 16:42:02	      3.75000	        2.715
29-5-2013 16:42:03	      3.76000	        2.635
29-5-2013 16:42:03	      3.77000	        3.005
29-5-2013 16:42:03	      3.78000	         2.45
29-5-2013 16:42:03	      3.79000	        2.465
29-5-2013 16:42:03	      3.80000	        2.565
29-5-2013 16:42:03	      3.81000	        2.505
29-5-2013 16:42:03	      3.82000	        3.015
29-5-2013 16:42:03	      3.83000	        2.455
29-5-2013 16:42:03	      3.84000	         2.29
29-5-2013 16:42:03	      3.85000	        2.785
29-5-2013 16:42:03	      3.86000	         2.17
29-5-2013 16:42:03	      3.87000	          2.5
29-5-2013 16:42:03	      3.88000	        2.685
29-5-2013 16:42:03	      3.89000	        2.555
29-5-2013 16:42:03	      3.90000	        2.905
29-5-2013 16:42:03	      3.91000	        2.245
29-5-2013 16:42:03	      3.92000	         2.71
29-5-2013 16:42:03	      3.93000	        2.585
29-5-2013 16:42:03	      3.94000	         2.13
29-5-2013 16:42:03	      3.95000	         2.81
29-5-2013 16:42:03	      3.96000	        2.525
29-5-2013 16:42:03	      3.97000	        2.485
29-5-2013 16:42:03	      3.98000	         2.82
29-5-2013 16:42:03	      3.99000	         2.27
29-5-2013 16:42:03	      4.00000	         2.67
29-5-2013 16:42:03	      4.01000	         2.46
29-5-2013 16:42:03	      4.02000	         2.39
29-5-2013 16:42:03	      4.03000	         2.55
29-5-2013 16:42:03	      4.04000	        2.345
29-5-2013 16:42:03	      4.05000	        2.595
29-5-2013 16:42:03	      4.06000	         2.83
29-5-2013 16:42:04	      4.07000	        2.455
29-5-2013 16:42:04	      4.08000	         2.34
29-5-2013 16:42:04	      4.09000	        2.605
29-5-2013 16:42:04	      4.10000	         2.25
29-5-2013 16:42:04	      4.11000	        2.485
29-5-2013 16:42:04	      4.12000	        2.445
29-5-2013 16:42:04	      4.13000	         2.22
29-5-2013 16:42:04	      4.14000	         2.75
29-5-2013 16:42:04	      4.15000	         2.15
29-5-2013 16:42:04	      4.16000	         2.37
29-5-2013 16:42:04	      4.17000	        2.455
29-5-2013 16:42:04	      4.18000	         2.38
29-5-2013 16:42:04	      4.19000	        2.695
29-5-2013 16:42:04	      4.20000	          2.5
29-5-2013 16:42:04	      4.21000	        2.445
29-5-2013 16:42:04	      4.22000	        2.525
29-5-2013 16:42:04	      4.23000	          2.9
29-5-2013 16:42:04	      4.24000	         2.08
29-5-2013 16:42:04	      4.25000	        2.215
29-5-2013 16:42:04	      4.26000	        2.265
29-5-2013 16:42:04	      4.27000	         2.22
29-5-2013 16:42:04	      4.28000	         2.28
29-5-2013 16:42:04	      4.29000	        2.215
29-5-2013 16:42:04	      4.30000	        2.415
29-5-2013 16:42:04	      4.31000	        2.385
29-5-2013 16:42:04	      4.32000	         2.32
29-5-2013 16:42:04	      4.33000	        2.635
29-5-2013 16:42:04	      4.34000	        2.335
29-5-2013 16:42:04	      4.35000	         2.25
29-5-2013 16:42:05	      4.36000	        2.325
29-5-2013 16:42:05	      4.37000	         2.69
29-5-2013 16:42:05	      4.38000	        1.925
29-5-2013 16:42:05	      4.39000	        2.335
29-5-2013 16:42:05	      4.40000	         2.73
29-5-2013 16:42:05	      4.41000	         2.14
29-5-2013 16:42:05	      4.42000	         2.36
29-5-2013 16:42:05	      4.43000	         2.32
29-5-2013 16:42:05	      4.44000	        2.215
29-5-2013 16:42:05	      4.45000	         2.35
29-5-2013 16:42:05	      4.46000	         2.14
29-5-2013 16:42:05	      4.47000	          2.5
29-5-2013 16:42:05	      4.48000	         2.14
29-5-2013 16:42:05	      4.49000	         2.26
29-5-2013 16:42:05	      4.50000	         2.45
29-5-2013 16:42:05	      4.51000	         2.04
29-5-2013 16:42:05	      4.52000	         2.72
29-5-2013 16:42:05	      4.53000	        2.325
29-5-2013 16:42:05	      4.54000	         2.34
29-5-2013 16:42:05	      4.55000	        2.435
29-5-2013 16:42:05	      4.56000	          2.1
29-5-2013 16:42:05	      4.57000	        2.635
29-5-2013 16:42:05	      4.58000	        2.205
29-5-2013 16:42:05	      4.59000	        2.115
29-5-2013 16:42:05	      4.60000	         2.27
29-5-2013 16:42:05	      4.61000	        1.815
29-5-2013 16:42:05	      4.62000	         2.32
29-5-2013 16:42:05	      4.63000	         2.31
29-5-2013 16:42:05	      4.64000	         2.38
29-5-2013 16:42:05	      4.65000	         2.31
29-5-2013 16:42:05	      4.66000	        2.075
29-5-2013 16:42:06	      4.67000	         2.22
29-5-2013 16:42:06	      4.68000	        2.205
29-5-2013 16:42:06	      4.69000	         2.17
29-5-2013 16:42:06	      4.70000	        2.585
29-5-2013 16:42:06	      4.71000	         2.19
29-5-2013 16:42:06	      4.72000	        2.215
29-5-2013 16:42:06	      4.73000	        2.515
29-5-2013 16:42:06	      4.74000	        1.975
29-5-2013 16:42:06	      4.75000	        2.355
29-5-2013 16:42:06	      4.76000	        2.285
29-5-2013 16:42:06	      4.77000	        1.955
29-5-2013 16:42:06	      4.78000	        2.675
29-5-2013 16:42:06	      4.79000	         2.23
29-5-2013 16:42:06	      4.80000	         2.47
29-5-2013 16:42:06	      4.81000	         2.29
29-5-2013 16:42:06	      4.82000	        2.235
29-5-2013 16:42:06	      4.83000	        2.765
29-5-2013 16:42:06	      4.84000	         2.07
29-5-2013 16:42:06	      4.85000	        2.415
29-5-2013 16:42:06	      4.86000	         2.22
29-5-2013 16:42:06	      4.87000	        1.905
29-5-2013 16:42:06	      4.88000	        2.545
29-5-2013 16:42:06	      4.89000	         1.98
29-5-2013 16:42:06	      4.90000	         2.28
29-5-2013 16:42:06	      4.91000	         2.31
29-5-2013 16:42:06	      4.92000	        2.255
29-5-2013 16:42:06	      4.93000	        2.695
29-5-2013 16:42:06	      4.94000	         2.02
29-5-2013 16:42:06	      4.95000	         2.23
29-5-2013 16:42:06	      4.96000	        2.225
29-5-2013 16:42:06	      4.97000	            2
29-5-2013 16:42:07	      4.98000	         2.59
29-5-2013 16:42:07	      4.99000	         2.31
29-5-2013 16:42:07	      5.00000	         2.24
29-5-2013 16:42:07	      5.01000	         2.19
29-5-2013 16:42:07	      5.02000	         2.14
29-5-2013 16:42:07	      5.03000	         2.47
29-5-2013 16:42:07	      5.04000	         2.08
29-5-2013 16:42:07	      5.05000	         2.16
29-5-2013 16:42:07	      5.06000	         2.29
29-5-2013 16:42:07	      5.07000	         1.81
29-5-2013 16:42:07	      5.08000	         2.41
29-5-2013 16:42:07	      5.09000	        2.025
29-5-2013 16:42:07	      5.10000	        2.335
29-5-2013 16:42:07	      5.11000	        2.345
29-5-2013 16:42:07	      5.12000	        2.275
29-5-2013 16:42:07	      5.13000	         2.71
29-5-2013 16:42:07	      5.14000	         2.04
29-5-2013 16:42:07	      5.15000	        2.575
29-5-2013 16:42:07	      5.16000	         2.28
29-5-2013 16:42:07	      5.17000	         2.27
29-5-2013 16:42:07	      5.18000	        2.675
29-5-2013 16:42:07	      5.19000	        2.175
29-5-2013 16:42:07	      5.20000	         2.18
29-5-2013 16:42:07	      5.21000	        2.445
29-5-2013 16:42:07	      5.22000	         2.08
29-5-2013 16:42:07	      5.23000	         2.87
29-5-2013 16:42:07	      5.24000	         2.24
29-5-2013 16:42:07	      5.25000	        2.195
29-5-2013 16:42:07	      5.26000	        2.325
29-5-2013 16:42:07	      5.27000	         1.87
29-5-2013 16:42:07	      5.28000	        2.665
29-5-2013 16:42:08	      5.29000	         2.17
29-5-2013 16:42:08	      5.30000	         2.34
29-5-2013 16:42:08	      5.31000	         2.57
29-5-2013 16:42:08	      5.32000	         2.03
29-5-2013 16:42:08	      5.33000	        2.455
29-5-2013 16:42:08	      5.34000	        2.275
29-5-2013 16:42:08	      5.35000	        2.155
29-5-2013 16:42:08	      5.36000	          2.8
29-5-2013 16:42:08	      5.37000	         2.22
29-5-2013 16:42:08	      5.38000	        2.375
29-5-2013 16:42:08	      5.39000	        2.515
29-5-2013 16:42:08	      5.40000	        1.925
29-5-2013 16:42:08	      5.41000	        2.645
29-5-2013 16:42:08	      5.42000	        2.315
29-5-2013 16:42:08	      5.43000	        2.475
29-5-2013 16:42:08	      5.44000	         2.91
29-5-2013 16:42:08	      5.45000	         2.26
29-5-2013 16:42:08	      5.46000	         2.76
29-5-2013 16:42:08	      5.47000	        2.425
29-5-2013 16:42:08	      5.48000	         2.67
29-5-2013 16:42:08	      5.49000	         2.41
29-5-2013 16:42:08	      5.50000	         2.27
29-5-2013 16:42:08	      5.51000	         2.79
29-5-2013 16:42:08	      5.52000	        2.435
29-5-2013 16:42:08	      5.53000	         2.45
29-5-2013 16:42:08	      5.54000	         2.88
29-5-2013 16:42:08	      5.55000	          2.4
29-5-2013 16:42:08	      5.56000	        2.505
29-5-2013 16:42:08	      5.57000	        2.505
29-5-2013 16:42:08	      5.58000	         2.18
29-5-2013 16:42:08	      5.59000	        2.745
29-5-2013 16:42:09	      5.60000	         2.63
29-5-2013 16:42:09	      5.61000	         2.45
29-5-2013 16:42:09	      5.62000	         2.38
29-5-2013 16:42:09	      5.63000	         2.06
29-5-2013 16:42:09	      5.64000	        2.615
29-5-2013 16:42:09	      5.65000	         2.47
29-5-2013 16:42:09	      5.66000	         2.35
29-5-2013 16:42:09	      5.67000	        2.905
29-5-2013 16:42:09	      5.68000	         2.71
29-5-2013 16:42:09	      5.69000	         2.57
29-5-2013 16:42:09	      5.70000	         2.57
29-5-2013 16:42:09	      5.71000	        2.365
29-5-2013 16:42:09	      5.72000	        2.935
29-5-2013 16:42:09	      5.73000	        2.475
29-5-2013 16:42:09	      5.74000	         2.51
29-5-2013 16:42:09	      5.75000	        2.725
29-5-2013 16:42:09	      5.76000	        2.345
29-5-2013 16:42:09	      5.77000	        2.685
29-5-2013 16:42:09	      5.78000	        2.615
29-5-2013 16:42:09	      5.79000	         2.68
29-5-2013 16:42:09	      5.80000	        2.675
29-5-2013 16:42:09	      5.81000	         2.28
