Zeit                    	USER1           
             2,9        	            2,98
            2,91        	           3,785
            2,92        	            4,61
            2,93        	            3,69
            2,94        	            3,35
            2,95        	            4,16
            2,96        	            3,99
            2,97        	            3,33
            2,98        	            3,74
            2,99        	            4,31
               3        	           4,095
            3,01        	           3,635
            3,02        	            3,98
            3,03        	            4,52
            3,04        	            3,83
            3,05        	            3,57
            3,06        	            4,09
            3,07        	            3,96
            3,08        	           3,705
            3,09        	            4,56
             3,1        	            3,63
            3,11        	            3,72
            3,12        	            4,48
            3,13        	            4,25
            3,14        	            3,68
            3,15        	             4,5
            3,16        	           4,865
            3,17        	           3,645
            3,18        	           4,145
            3,19        	             4,4
             3,2        	           3,675
            3,21        	           4,525
            3,22        	            4,15
            3,23        	            3,63
            3,24        	           4,525
            3,25        	           4,115
            3,26        	            4,04
            3,27        	           4,905
            3,28        	            4,18
            3,29        	           3,815
             3,3        	            4,53
            3,31        	            4,37
            3,32        	            3,68
            3,33        	           5,055
            3,34        	           5,175
            3,35        	           4,525
            3,36        	            4,93
            3,37        	            5,15
            3,38        	           4,195
            3,39        	           5,005
             3,4        	            5,18
            3,41        	            4,53
            3,42        	            4,68
            3,43        	           5,455
            3,44        	           4,545
            3,45        	            4,75
            3,46        	            5,44
            3,47        	            4,62
            3,48        	            4,42
            3,49        	            5,05
             3,5        	            4,87
            3,51        	            4,11
            3,52        	           4,965
            3,53        	            4,98
            3,54        	            4,25
            3,55        	            5,19
            3,56        	           5,325
            3,57        	           4,585
            3,58        	            5,22
            3,59        	           5,525
             3,6        	           4,905
            3,61        	            5,17
            3,62        	            5,68
            3,63        	           5,015
            3,64        	           4,695
            3,65        	           5,745
            3,66        	           4,995
            3,67        	            4,78
            3,68        	            5,43
            3,69        	            5,11
             3,7        	            4,59
            3,71        	            5,36
            3,72        	           5,305
            3,73        	           4,545
            3,74        	            5,32
            3,75        	            5,61
            3,76        	           4,915
            3,77        	           5,255
            3,78        	            5,68
            3,79        	            4,85
             3,8        	           4,985
            3,81        	           5,695
            3,82        	            4,94
            3,83        	           4,945
            3,84        	           5,775
            3,85        	           4,985
            3,86        	           4,465
            3,87        	            5,38
            3,88        	           5,205
            3,89        	           4,595
             3,9        	            5,33
            3,91        	           5,285
            3,92        	           4,505
            3,93        	            5,21
            3,94        	           5,735
            3,95        	            4,83
            3,96        	           5,315
            3,97        	            5,71
            3,98        	            4,83
            3,99        	            5,12
               4        	            5,75
            4,01        	            4,92
            4,02        	           4,865
            4,03        	            5,84
            4,04        	            4,93
            4,05        	            4,99
            4,06        	            5,73
            4,07        	            4,88
            4,08        	            4,75
            4,09        	           5,485
             4,1        	            4,91
            4,11        	            4,83
            4,12        	            5,51
            4,13        	            4,94
            4,14        	           4,895
            4,15        	            5,57
            4,16        	            5,27
            4,17        	            4,48
            4,18        	            5,36
            4,19        	           5,525
             4,2        	            4,72
            4,21        	           5,255
            4,22        	           5,775
            4,23        	            4,94
            4,24        	            4,96
            4,25        	           5,785
            4,26        	            4,84
            4,27        	            5,14
            4,28        	           5,425
            4,29        	            4,47
             4,3        	            5,27
            4,31        	            5,47
            4,32        	            4,73
            4,33        	            4,97
            4,34        	           5,725
            4,35        	            4,89
            4,36        	            4,97
            4,37        	           5,635
            4,38        	           4,635
            4,39        	           5,295
             4,4        	            5,42
            4,41        	            4,47
            4,42        	            5,34
            4,43        	           5,335
            4,44        	           4,475
            4,45        	           5,285
            4,46        	           5,155
            4,47        	            4,66
            4,48        	            5,72
            4,49        	            4,87
             4,5        	           5,155
            4,51        	           5,585
            4,52        	            4,56
            4,53        	           5,215
            4,54        	           5,305
            4,55        	           4,635
            4,56        	           5,225
            4,57        	           5,345
            4,58        	            4,51
            4,59        	           5,375
             4,6        	            5,33
            4,61        	           5,025
            4,62        	            4,89
            4,63        	            5,42
            4,64        	               5
            4,65        	            4,66
            4,66        	            5,69
            4,67        	               5
            4,68        	           4,945
            4,69        	            5,72
             4,7        	           5,005
            4,71        	            4,86
            4,72        	           5,755
            4,73        	           4,965
            4,74        	           5,155
            4,75        	           5,355
            4,76        	            4,51
            4,77        	            5,34
            4,78        	           4,985
            4,79        	           4,925
             4,8        	            5,79
            4,81        	           4,945
            4,82        	           4,905
            4,83        	           5,695
            4,84        	           4,945
            4,85        	           4,915
            4,86        	            5,76
            4,87        	            4,79
            4,88        	           5,305
            4,89        	            5,24
             4,9        	            4,51
            4,91        	            5,36
            4,92        	           5,245
            4,93        	            4,46
            4,94        	            5,35
            4,95        	             4,9
            4,96        	           4,855
            4,97        	           5,715
            4,98        	            4,88
            4,99        	           5,215
               5        	           5,305
            5,01        	            4,44
            5,02        	           5,285
            5,03        	            4,96
            5,04        	           4,485
            5,05        	            5,38
            5,06        	           5,075
            5,07        	            4,72
            5,08        	            5,69
            5,09        	            4,87
             5,1        	           5,035
            5,11        	            5,73
            5,12        	           4,535
            5,13        	            5,23
            5,14        	           5,525
            5,15        	           4,645
            5,16        	           5,345
            5,17        	           5,285
            5,18        	            4,48
            5,19        	           5,335
             5,2        	            5,06
            5,21        	            4,64
            5,22        	           5,775
            5,23        	           4,965
            5,24        	           5,085
            5,25        	           5,525
            5,26        	            3,88
            5,27        	            4,72
            5,28        	           4,555
            5,29        	           3,765
             5,3        	            4,84
            5,31        	           4,465
            5,32        	            3,87
            5,33        	            4,75
            5,34        	            4,25
            5,35        	            4,34
            5,36        	            4,83
            5,37        	           3,805
            5,38        	            5,05
            5,39        	            4,21
             5,4        	           4,615
            5,41        	           4,665
            5,42        	            3,68
            5,43        	           4,995
            5,44        	            4,32
            5,45        	            4,52
            5,46        	            4,82
            5,47        	           3,215
            5,48        	           3,915
            5,49        	            3,64
             5,5        	           3,685
            5,51        	           3,955
            5,52        	            3,39
            5,53        	            4,41
            5,54        	           3,125
            5,55        	           4,375
            5,56        	            3,58
            5,57        	           4,005
            5,58        	           4,205
            5,59        	            3,42
             5,6        	           4,025
            5,61        	            3,66
            5,62        	           3,465
            5,63        	            4,34
            5,64        	           3,565
            5,65        	            3,38
            5,66        	            4,34
            5,67        	           3,485
            5,68        	           3,145
            5,69        	           3,365
             5,7        	            2,45
            5,71        	            3,41
            5,72        	            2,92
            5,73        	            2,69
            5,74        	            3,63
            5,75        	            2,74
            5,76        	            2,88
            5,77        	            3,63
            5,78        	            2,41
            5,79        	           3,315
             5,8        	            2,82
            5,81        	           3,015
            5,82        	            3,31
            5,83        	            2,39
            5,84        	           3,375
            5,85        	            2,95
            5,86        	             2,6
            5,87        	            3,64
            5,88        	             2,6
            5,89        	           2,475
             5,9        	           2,275
            5,91        	            2,05
            5,92        	           2,945
            5,93        	           1,945
            5,94        	            2,65
            5,95        	           2,155
            5,96        	            2,34
            5,97        	            2,44
            5,98        	           1,895
            5,99        	           3,025
               6        	           1,835
            6,01        	            2,49
            6,02        	            2,22
            6,03        	           1,755
            6,04        	           2,895
            6,05        	           2,035
            6,06        	           2,425
            6,07        	           2,375
            6,08        	           1,855
            6,09        	           2,305
             6,1        	           1,405
            6,11        	           1,815
            6,12        	            1,87
            6,13        	            1,09
            6,14        	           2,305
            6,15        	            1,03
            6,16        	            1,98
            6,17        	            1,59
            6,18        	            1,37
            6,19        	            2,28
             6,2        	             1,2
            6,21        	           1,955
            6,22        	            1,51
            6,23        	            1,74
            6,24        	            1,95
            6,25        	           1,065
            6,26        	            2,21
            6,27        	            1,51
            6,28        	            1,75
            6,29        	             1,9
             6,3        	           0,965
            6,31        	            2,21
            6,32        	            1,34
            6,33        	           1,765
            6,34        	           1,505
            6,35        	           1,365
            6,36        	            2,18
            6,37        	            1,02
            6,38        	             1,8
            6,39        	            1,33
             6,4        	            1,26
            6,41        	            1,93
            6,42        	           0,945
            6,43        	           1,885
            6,44        	           1,345
            6,45        	           1,785
            6,46        	           1,675
            6,47        	            1,32
            6,48        	            2,19
            6,49        	           1,235
             6,5        	           1,835
            6,51        	           1,435
            6,52        	            1,58
            6,53        	            2,12
            6,54        	            1,05
            6,55        	           1,815
            6,56        	             1,4
            6,57        	            1,46
            6,58        	           1,655
            6,59        	            1,16
             6,6        	           2,175
            6,61        	           1,355
            6,62        	            1,75
            6,63        	           1,425
            6,64        	           1,475
            6,65        	            1,97
            6,66        	            1,03
            6,67        	            1,92
            6,68        	            1,46
            6,69        	           1,655
             6,7        	           1,825
            6,71        	           0,905
            6,72        	           2,085
            6,73        	            1,34
            6,74        	           1,845
            6,75        	            1,71
            6,76        	           0,965
            6,77        	             2,2
            6,78        	            1,01
            6,79        	           1,815
             6,8        	            1,47
            6,81        	           1,535
            6,82        	            1,78
            6,83        	           0,935
            6,84        	           2,115
            6,85        	             1,3
            6,86        	            1,61
            6,87        	           1,655
            6,88        	           1,275
            6,89        	           2,235
             6,9        	            1,03
            6,91        	            1,87
            6,92        	             1,4
            6,93        	            1,39
            6,94        	            1,98
            6,95        	            0,87
            6,96        	           2,185
            6,97        	           1,295
            6,98        	            1,77
            6,99        	           1,455
               7        	            1,44
            7,01        	            1,94
            7,02        	            0,89
            7,03        	            2,17
            7,04        	           1,305
            7,05        	           1,685
            7,06        	             1,7
            7,07        	             1,6
            7,08        	            1,79
            7,09        	            0,93
             7,1        	            2,12
            7,11        	           1,295
            7,12        	           1,815
            7,13        	            1,51
            7,14        	           1,335
            7,15        	           1,935
            7,16        	            0,97
            7,17        	            1,79
            7,18        	            1,39
            7,19        	           1,795
             7,2        	           1,665
            7,21        	            1,38
            7,22        	           1,675
            7,23        	            1,33
            7,24        	            1,77
            7,25        	           0,935
            7,26        	           2,185
            7,27        	           1,265
            7,28        	            1,85
            7,29        	            2,11
             7,3        	            0,96
            7,31        	            2,19
            7,32        	           0,955
            7,33        	            1,29
            7,34        	           1,815
            7,35        	            0,99
            7,36        	            2,18
            7,37        	            1,26
            7,38        	            1,74
            7,39        	           1,615
             7,4        	           1,335
            7,41        	           1,885
            7,42        	            0,91
            7,43        	            2,18
            7,44        	           1,265
            7,45        	           1,875
            7,46        	            1,41
            7,47        	            1,42
            7,48        	            1,75
            7,49        	           1,255
             7,5        	             2,2
            7,51        	            1,34
            7,52        	           1,755
            7,53        	           1,345
            7,54        	           1,495
            7,55        	           1,875
            7,56        	            0,91
            7,57        	            2,19
            7,58        	           1,065
            7,59        	            2,09
             7,6        	            1,08
            7,61        	           1,805
            7,62        	            1,51
            7,63        	           1,395
            7,64        	            2,22
            7,65        	           0,965
            7,66        	           2,185
            7,67        	           1,305
            7,68        	           1,735
            7,69        	            1,59
             7,7        	           1,395
            7,71        	           1,715
            7,72        	           1,155
            7,73        	            2,27
            7,74        	            0,83
            7,75        	            2,17
            7,76        	            1,24
            7,77        	            1,77
            7,78        	           1,375
            7,79        	            1,72
             7,8        	            1,44
            7,81        	            1,51
            7,82        	            1,66
            7,83        	            1,37
            7,84        	            1,74
            7,85        	            1,35
            7,86        	           1,975
            7,87        	            1,05
            7,88        	           2,125
            7,89        	            0,99
             7,9        	            2,19
            7,91        	           1,005
            7,92        	            2,41
            7,93        	           1,305
            7,94        	           2,195
            7,95        	            1,57
            7,96        	            2,09
            7,97        	            1,61
            7,98        	           2,125
            7,99        	            1,65
               8        	            2,14
            8,01        	            1,75
            8,02        	           1,785
            8,03        	             2,1
            8,04        	           1,525
            8,05        	           2,405
            8,06        	            1,27
            8,07        	             2,5
            8,08        	            1,54
            8,09        	            2,12
             8,1        	           1,625
            8,11        	            2,06
            8,12        	            2,17
            8,13        	           2,505
            8,14        	            2,08
            8,15        	            2,55
            8,16        	             2,2
            8,17        	           2,605
            8,18        	           2,155
            8,19        	           2,535
             8,2        	            2,29
            8,21        	           2,505
            8,22        	           2,485
            8,23        	            2,02
            8,24        	            2,79
            8,25        	           1,675
            8,26        	           3,075
            8,27        	            1,68
            8,28        	           3,005
            8,29        	            1,81
             8,3        	            3,02
            8,31        	            1,78
            8,32        	            3,46
            8,33        	            2,24
            8,34        	            3,43
            8,35        	           2,675
            8,36        	            3,09
            8,37        	            2,73
            8,38        	           3,085
            8,39        	           3,045
             8,4        	           2,765
            8,41        	            2,96
            8,42        	            2,71
            8,43        	            3,32
            8,44        	           2,495
            8,45        	           3,585
            8,46        	             2,3
            8,47        	           3,465
            8,48        	            2,59
            8,49        	           3,205
             8,5        	            2,66
            8,51        	            3,14
            8,52        	            3,19
            8,53        	           3,315
            8,54        	           3,305
            8,55        	            3,23
            8,56        	           3,545
            8,57        	            3,15
            8,58        	            3,49
            8,59        	           2,965
             8,6        	            3,94
            8,61        	            2,74
            8,62        	            3,86
            8,63        	           2,735
            8,64        	            3,58
            8,65        	            3,14
            8,66        	            3,64
            8,67        	           3,165
            8,68        	           3,555
            8,69        	           3,145
             8,7        	           3,445
            8,71        	           3,145
            8,72        	            3,37
            8,73        	            3,62
            8,74        	           3,415
            8,75        	               4
            8,76        	            2,91
            8,77        	            4,18
            8,78        	           3,125
            8,79        	            4,23
             8,8        	            3,43
            8,81        	            3,85
            8,82        	           3,375
            8,83        	           3,755
            8,84        	            3,36
            8,85        	            3,77
            8,86        	           3,315
            8,87        	           3,775
            8,88        	            3,34
            8,89        	           3,715
             8,9        	           3,415
            8,91        	           3,805
            8,92        	           3,325
            8,93        	           3,735
            8,94        	           3,535
            8,95        	           3,785
            8,96        	           3,695
            8,97        	           3,885
            8,98        	            3,57
            8,99        	            3,87
               9        	            3,59
            9,01        	           3,925
            9,02        	           3,565
            9,03        	           3,885
            9,04        	            3,51
            9,05        	            3,97
            9,06        	           3,425
            9,07        	           3,945
            9,08        	           3,185
            9,09        	           4,235
             9,1        	           3,045
            9,11        	           4,295
            9,12        	            3,13
            9,13        	           4,335
            9,14        	            3,14
            9,15        	            4,32
            9,16        	            3,26
            9,17        	           4,345
            9,18        	           3,165
            9,19        	            4,32
             9,2        	            3,13
            9,21        	            4,16
            9,22        	           3,335
            9,23        	           3,965
            9,24        	           3,495
            9,25        	            4,17
            9,26        	           3,245
            9,27        	            4,11
            9,28        	            3,27
            9,29        	            4,17
             9,3        	           3,305
            9,31        	           4,305
            9,32        	           3,385
            9,33        	           4,045
            9,34        	            3,12
            9,35        	           4,075
            9,36        	            2,96
            9,37        	           4,205
            9,38        	            2,99
            9,39        	            4,17
             9,4        	             3,1
            9,41        	            3,79
            9,42        	            3,39
            9,43        	            3,83
            9,44        	           3,395
            9,45        	           3,855
            9,46        	            3,57
            9,47        	           3,495
            9,48        	            3,72
            9,49        	            3,43
             9,5        	            3,75
            9,51        	           3,365
            9,52        	           3,675
            9,53        	            3,07
            9,54        	            3,52
            9,55        	            3,16
            9,56        	            3,46
            9,57        	            3,14
            9,58        	            3,34
            9,59        	            3,21
             9,6        	            3,48
            9,61        	            3,22
            9,62        	           3,405
            9,63        	           3,145
            9,64        	            3,47
            9,65        	            3,09
            9,66        	            3,53
            9,67        	           3,115
            9,68        	           3,535
            9,69        	            3,09
             9,7        	           3,495
            9,71        	           2,985
            9,72        	           3,255
            9,73        	            2,51
            9,74        	           3,135
            9,75        	            2,57
            9,76        	           3,175
            9,77        	            2,45
            9,78        	            3,06
            9,79        	            2,58
             9,8        	            3,14
            9,81        	            2,53
            9,82        	            3,13
            9,83        	           2,715
            9,84        	             3,2
            9,85        	           2,155
            9,86        	           3,435
            9,87        	            2,27
            9,88        	            3,52
            9,89        	            2,22
             9,9        	             3,5
            9,91        	            2,26
            9,92        	            3,02
            9,93        	           1,785
            9,94        	           2,665
            9,95        	           2,245
            9,96        	            2,53
            9,97        	            2,16
            9,98        	           2,445
            9,99        	           2,315
              10        	           2,395
           10,01        	            2,44
           10,02        	           2,375
           10,03        	            2,41
           10,04        	            2,31
           10,05        	           2,455
           10,06        	            2,29
           10,07        	           2,465
           10,08        	           2,265
           10,09        	            2,52
            10,1        	            2,13
           10,11        	           2,485
           10,12        	            1,68
           10,13        	            2,48
           10,14        	            1,29
           10,15        	            2,53
           10,16        	           1,205
           10,17        	           2,485
           10,18        	            1,32
           10,19        	           2,175
            10,2        	            1,89
           10,21        	            1,84
           10,22        	            2,01
           10,23        	           1,795
           10,24        	           1,975
           10,25        	            1,64
           10,26        	            2,17
           10,27        	            1,57
           10,28        	            2,26
           10,29        	            1,49
            10,3        	            2,49
           10,31        	            1,25
           10,32        	           2,175
           10,33        	           0,975
           10,34        	            2,19
           10,35        	           0,965
           10,36        	            2,09
           10,37        	           0,855
           10,38        	           2,025
           10,39        	            0,98
            10,4        	           1,915
           10,41        	            1,38
           10,42        	            1,92
           10,43        	             1,2
           10,44        	            1,87
           10,45        	           1,435
           10,46        	           1,725
           10,47        	            1,55
           10,48        	           1,435
           10,49        	            1,79
            10,5        	           1,455
           10,51        	            1,74
           10,52        	           1,265
           10,53        	            1,95
           10,54        	           1,195
           10,55        	            2,21
           10,56        	           1,235
           10,57        	            1,81
           10,58        	            1,72
           10,59        	            1,38
            10,6        	            1,81
           10,61        	           0,975
           10,62        	            2,11
           10,63        	             1,3
           10,64        	            1,83
           10,65        	           1,525
           10,66        	           1,385
           10,67        	            1,71
           10,68        	            1,38
           10,69        	           1,805
            10,7        	            1,36
           10,71        	           1,895
           10,72        	            2,12
           10,73        	            0,94
           10,74        	            1,77
           10,75        	           1,415
           10,76        	           1,425
           10,77        	             2,2
           10,78        	           1,375
           10,79        	            0,94
            10,8        	            2,19
           10,81        	            1,73
           10,82        	           1,385
           10,83        	           2,155
           10,84        	             0,9
           10,85        	           2,165
           10,86        	           1,245
           10,87        	           1,715
           10,88        	            1,61
           10,89        	             1,5
            10,9        	           1,685
           10,91        	            1,44
           10,92        	           1,785
           10,93        	           0,975
           10,94        	           2,165
           10,95        	             0,9
           10,96        	           1,775
           10,97        	            1,76
           10,98        	            1,37
           10,99        	            1,85
              11        	            1,06
           11,01        	           2,055
           11,02        	            1,18
           11,03        	             1,9
           11,04        	            1,55
           11,05        	           1,495
           11,06        	            1,77
           11,07        	            1,33
           11,08        	            2,13
           11,09        	            0,96
            11,1        	            1,97
           11,11        	           1,485
           11,12        	           1,515
           11,13        	            1,71
           11,14        	           1,455
           11,15        	            1,79
           11,16        	           1,295
           11,17        	           1,835
           11,18        	           0,985
           11,19        	           2,255
            11,2        	            0,88
           11,21        	           2,245
           11,22        	            1,21
           11,23        	            1,77
           11,24        	            1,39
           11,25        	            1,62
           11,26        	            1,92
           11,27        	            0,96
           11,28        	           2,295
           11,29        	            1,45
            11,3        	           1,695
           11,31        	            1,72
           11,32        	           1,425
           11,33        	            1,94
           11,34        	            1,07
           11,35        	           2,305
           11,36        	            1,02
           11,37        	            2,29
           11,38        	           1,115
           11,39        	            1,84
            11,4        	            1,83
           11,41        	            1,51
           11,42        	            1,95
           11,43        	            1,14
           11,44        	           2,235
           11,45        	           1,065
           11,46        	             2,3
           11,47        	           1,065
           11,48        	           2,495
           11,49        	            1,86
            11,5        	           2,165
           11,51        	           2,255
           11,52        	            1,94
           11,53        	             2,7
           11,54        	           1,465
           11,55        	           2,055
           11,56        	           2,225
           11,57        	            1,97
           11,58        	            2,67
           11,59        	           1,445
            11,6        	           2,535
           11,61        	            1,81
           11,62        	            2,19
           11,63        	           2,105
           11,64        	            2,25
           11,65        	           2,235
           11,66        	           1,925
           11,67        	           2,805
           11,68        	           1,955
           11,69        	           3,175
            11,7        	            1,99
           11,71        	            3,16
           11,72        	           2,075
           11,73        	            3,06
           11,74        	           2,335
           11,75        	            2,68
           11,76        	            2,63
           11,77        	           2,345
           11,78        	            2,71
           11,79        	           1,985
            11,8        	            3,16
           11,81        	           2,075
           11,82        	           2,845
           11,83        	             2,5
           11,84        	            2,46
           11,85        	           2,805
           11,86        	           1,905
           11,87        	            3,57
           11,88        	           2,785
           11,89        	            3,16
            11,9        	           3,115
           11,91        	           2,475
           11,92        	            3,63
           11,93        	            2,59
           11,94        	            3,15
           11,95        	           3,055
           11,96        	           2,825
           11,97        	           3,295
           11,98        	           2,335
           11,99        	            3,65
              12        	            2,51
           12,01        	           3,245
           12,02        	           2,845
           12,03        	           3,025
           12,04        	            3,38
           12,05        	           2,505
           12,06        	           4,005
           12,07        	            3,04
           12,08        	           3,085
           12,09        	           3,635
            12,1        	            2,75
           12,11        	           3,895
           12,12        	           2,765
           12,13        	           3,605
           12,14        	            3,47
           12,15        	           3,165
           12,16        	           3,825
           12,17        	            2,95
           12,18        	           3,445
           12,19        	            3,55
            12,2        	           3,085
           12,21        	            3,88
           12,22        	            2,71
           12,23        	           3,775
           12,24        	            3,22
           12,25        	            3,35
           12,26        	            4,02
           12,27        	            3,14
           12,28        	            3,74
           12,29        	             3,5
            12,3        	            3,39
           12,31        	            3,37
           12,32        	            4,14
           12,33        	            3,29
           12,34        	            3,54
           12,35        	            3,77
           12,36        	            2,93
           12,37        	            3,36
           12,38        	            3,75
           12,39        	            3,16
            12,4        	            4,14
           12,41        	            3,09
           12,42        	            3,76
           12,43        	            3,68
           12,44        	            3,53
           12,45        	            3,79
           12,46        	           3,305
           12,47        	            4,25
           12,48        	           3,115
           12,49        	           3,685
            12,5        	            3,55
           12,51        	            3,46
           12,52        	            3,96
           12,53        	            2,99
           12,54        	           4,135
           12,55        	           3,715
           12,56        	            3,33
           12,57        	            3,94
           12,58        	           2,975
           12,59        	            3,82
            12,6        	            3,66
           12,61        	           3,365
           12,62        	           3,795
           12,63        	            2,93
           12,64        	            4,16
           12,65        	            3,48
           12,66        	           3,375
           12,67        	           3,805
           12,68        	            2,96
           12,69        	            4,13
            12,7        	           3,265
           12,71        	            3,64
           12,72        	            3,71
